040,0,s,12,alkeellisuus
048,0,t,6,alkeet
026,0,i,11,alkeisjuuri
012,0,a,7,alkemia
005,0,i,9,alkemisti
003,0,o,5,alkio
038,0,n,11,alkiolainen
040,0,s,12,alkiolaisuus
005,0,i,8,alkoholi
005,0,i,11,alkoholismi
052,F,a,14,alkoholisoitua
005,0,i,11,alkoholisti
034,C,n,11,alkoholiton
005,0,i,9,alkometri
005,0,i,6,alkovi
001,D,u,4,alku
099,0,n,7,alkuaan
009,D,a,8,alkuaika
038,0,n,9,-alkuinen
099,0,n,8,alkuisin
099,0,n,8,alkujaan
026,0,i,9,alkujuuri
099,0,i,15,alkukantaisesti
010,F,a,9,alkukohta
099,0,i,14,alkuperäisesti
001,0,u,9,alkupotku
099,0,n,6,alkuun
099,0,n,10,alkuunkaan
005,0,i,6,alkydi
005,0,i,11,alkydimaali
099,0,a,4,alla
014,A,a,7,allakka
001,C,u,13,alla mainittu
041,I,s,5,allas
053,0,a,8,allastaa
005,0,i,9,allatiivi
099,0,e,4,alle
005,0,i,7,alleeli
012,0,a,9,allegoria
038,0,n,11,allegorinen
099,0,i,13,allegorisesti
040,0,s,12,allegorisuus
001,0,o,10,allegretto
001,0,o,7,allegro
047,0,t,16,allekirjoittanut
099,0,n,9,allekkain
038,0,n,11,allekkainen
005,0,i,10,allergeeni
038,0,n,13,allergeeninen
040,0,s,14,allergeenisuus
012,0,a,8,allergia
004,A,o,10,allergikko
038,0,n,10,allerginen
062,0,a,12,allergisoida
052,F,a,13,allergisoitua
053,0,a,11,allergistaa
052,0,a,11,allergistua
040,0,s,11,allergisuus
099,0,n,10,alletusten
005,0,i,4,alli
005,0,i,9,allianssi
006,0,i,12,alligaattori
004,A,o,7,allikko
003,0,o,13,allitteraatio
003,0,o,10,allokaatio
062,0,a,9,allokoida
005,J,i,10,allokointi
009,A,a,9,almanakka
001,0,u,4,almu
099,0,n,9,aloillaan
099,0,n,9,aloilleen
048,C,e,6,aloite
067,C,a,9,aloitella
053,C,a,8,aloittaa
099,0,n,9,aloittain
038,0,n,11,aloittainen
010,0,a,9,aloittaja
034,C,n,12,aloittamaton
038,0,n,14,aloitteellinen
040,0,s,15,aloitteellisuus
041,A,s,11,aloitteikas
038,0,n,12,-aloitteinen
012,0,a,11,aloittelija
039,0,s,7,aloitus
041,A,s,6,alokas
009,D,a,10,alokasaika
038,0,n,12,alokasmainen
048,A,e,5,aloke
014,A,a,7,alpakka
038,0,n,11,alpakkainen
007,E,i,4,alpi
038,0,n,10,alpiininen
005,0,i,9,alpinismi
005,0,i,9,alpinisti
005,B,i,5,alppi
099,0,a,4,alta
041,C,s,5,altis
053,0,a,8,altistaa
048,0,e,7,altiste
005,0,i,7,altisti
052,0,a,8,altistua
039,0,s,8,altistus
009,D,a,12,altistusaika
005,0,i,9,altruismi
005,0,i,9,altruisti
038,0,n,12,altruistinen
099,0,i,14,altruistisesti
006,0,i,7,alttari
099,0,i,9,alttiisti
040,0,s,7,alttius
001,C,o,5,altto
048,0,e,4,alue
038,0,n,11,alueellinen
099,0,i,13,alueellisesti
038,0,n,9,-alueinen
099,0,n,10,alueittain
038,0,n,12,alueittainen
009,0,a,8,alueraja
009,0,a,12,aluevesiraja
048,A,e,5,aluke
099,0,i,6,aluksi
099,0,a,6,alulla
099,0,n,8,alullaan
005,0,i,8,alumiini
038,0,n,11,alumiininen
062,0,a,10,aluminoida
005,J,i,11,aluminointi
099,0,a,8,alumpana
099,0,n,4,alun
013,0,a,5,aluna
099,0,n,11,alun alkaen
038,0,n,6,alunen
099,0,n,10,alun perin
099,0,n,11,alun pitäen
039,0,s,4,alus
001,C,u,15,alussa mainittu
013,0,a,6,alusta
053,0,a,7,alustaa
010,0,a,8,alustaja
038,0,n,12,alustalainen
010,0,a,8,alustava
099,0,i,11,alustavasti
039,0,s,7,alustus
099,0,n,18,alusvaatteisillaan
099,0,n,18,alusvaatteisilleen
099,0,a,10,alvariinsa
026,0,i,9,alvejuuri
005,0,i,9,amalgaami
005,0,i,10,amanuenssi
039,0,s,9,amaryllis
005,0,i,8,amatsoni
005,0,i,8,amatööri
040,0,s,10,amatööriys
012,0,a,10,ambiofonia
038,0,n,12,ambiofoninen
003,0,o,7,ambitio
005,0,i,12,ambivalenssi
005,C,i,12,ambivalentti
038,0,n,15,ambivalenttinen
009,0,a,5,ambra
012,0,a,8,ambrosia
005,0,i,10,ambulanssi
009,0,a,5,ameba
012,0,a,9,amenorrea
038,0,n,14,amerikkalainen
052,0,a,15,amerikkalaistua
040,0,s,15,amerikkalaisuus
005,0,i,8,ametisti
005,0,i,11,amfetamiini
010,0,a,6,amfora
005,0,i,8,amiraali
099,0,n,12,ammateittain
038,0,n,14,ammateittainen
038,0,n,12,ammatillinen
099,0,i,14,ammatillisesti
053,0,a,13,ammatillistaa
052,0,a,13,ammatillistua
040,0,s,13,ammatillisuus
005,C,i,7,ammatti
038,0,n,13,ammattilainen
053,0,a,14,ammattilaistaa
052,0,a,14,ammattilaistua
040,0,s,14,ammattilaisuus
038,0,n,13,ammattimainen
099,0,i,15,ammattimaisesti
040,0,s,14,ammattimaisuus
010,0,a,12,ammattisuoja
048,0,e,4,amme
039,0,s,8,ammennus
054,J,a,8,ammentaa
039,0,s,5,ammis
099,0,n,6,ammoin
038,0,n,8,ammoinen
099,0,a,7,ammolla
099,0,n,9,ammollaan
099,0,e,7,ammolle
099,0,n,9,ammolleen
005,A,i,10,ammoniakki
005,0,i,15,ammoniumkloridi
053,C,a,8,ammottaa
001,0,u,4,ammu
052,0,a,5,ammua
009,J,a,7,ammunta
039,0,s,5,ammus
012,0,a,11,ammuskelija
067,0,a,10,ammuskella
002,0,u,9,ammuskelu
053,C,a,8,ammuttaa
099,0,u,5,ammuu
012,0,a,7,amnesia
